character,slug,eidolon,eidolon_number,name,description
Gepard,gepard,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 ."
Gepard,gepard,E7,7,"When his Talent is triggered, Gepard's action is Advanced Forward by","When his Talent is triggered, Gepard's action is Advanced Forward by 100% , and he restores extra HP equal to 50% of his Max HP. 100% , and he restores extra HP equal to 50% of his Max HP."
Gilgamesh,gilgamesh,E1,1,60%,He Who Saw the Deep
Gilgamesh,gilgamesh,E2,2,60%,"When Gilgamesh holds ""King's Acknowledgement,"" its DEF-ignoring effect also applies to other teammates, and ""King's Acknowledgement"" additionally increases Gilgamesh's ATK by 60% . When using Skill, additionally regenerates a fixed 40 Energy."
Gilgamesh,gilgamesh,E3,3,5,"When entering combat, Gilgamesh gains 5 ""Interest."" When using Ultimate, additionally gains 5 ""Interest."" The DMG multiplier of the Skill ""Gate of Babylon"" against the primary target increases by 100% , and its DMG multiplier against adjacent targets increases by 50% ."
Gilgamesh,gilgamesh,E4,4,+2,"Skill Lv. +2 , up to a maximum of Lv. 15."
Gilgamesh,gilgamesh,E5,5,20%,Gilgamesh's Energy Regeneration Rate increases by 20% .
Gilgamesh,gilgamesh,E6,6,+2,"Ultimate Lv. +2 , up to a maximum of Lv. 15."
Gilgamesh,gilgamesh,E7,7,80%,"Increases the bounce DMG multiplier of the Ultimate ""Enuma Elish"" by 80% . While Gilgamesh is on the field, increases ally characters' All-Type RES PEN by 20% . When a teammate uses Ultimate, Gilgamesh gains 1 point of ""Golden Rule,"" up to a total of 3 points. When this unit uses Ultimate, consumes all ""Golden Rule"" points, and each point of ""Golden Rule"" consumed increases the CRIT DMG for the Ultimate DMG dealt by 100% ."
Guinaifen,guinaifen,E1,1,E,"Slurping Noodles During Handstand 1 Slurping Noodles During Handstand Eidolon 1 When Skill is used, there is a 100% base chance to reduce the attacked target enemy's Effect RES by 10% for 2 turn(s). E 2 Brushing Teeth While Whistling Eidolon 2 When an enemy target is Burned, Guinaifen's Basic ATK and Skill can increase the DMG multiplier of their Burn status by 40% . E 3 Smashing Boulder on Chest Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Blocking Pike with Neck Eidolon 4 Every time the Burn status inflicted by Guinaifen causes DMG, Guinaifen regenerates 2 Energy. E 5 Swallowing Sword to Stomach Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Catching Bullet with Hands Eidolon 6 Increases the stackable Firekiss count by 1 ."
Guinaifen,guinaifen,E2,2,"When Skill is used, there is a","When Skill is used, there is a 100% base chance to reduce the attacked target enemy's Effect RES by 10% for 2 turn(s). 100% base chance to reduce the attacked target enemy's Effect RES by 10% for 2 turn(s)."
Guinaifen,guinaifen,E3,3,"When an enemy target is Burned, Guinaifen's Basic ATK and Skill can increase the DMG multiplier of their Burn status by","When an enemy target is Burned, Guinaifen's Basic ATK and Skill can increase the DMG multiplier of their Burn status by 40% . 40% ."
Guinaifen,guinaifen,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Guinaifen,guinaifen,E5,5,"Every time the Burn status inflicted by Guinaifen causes DMG, Guinaifen regenerates","Every time the Burn status inflicted by Guinaifen causes DMG, Guinaifen regenerates 2 Energy. 2 Energy."
Guinaifen,guinaifen,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Guinaifen,guinaifen,E7,7,Increases the stackable Firekiss count by,Increases the stackable Firekiss count by 1 . 1 .
Hanya,hanya,E1,1,E,"One Heart 1 One Heart Eidolon 1 When an ally with Hanya's Ultimate's effect defeats an enemy, Hanya's action is Advanced Forward by 15% . This effect can only be triggered 1 time(s) per turn. E 2 Two Views Eidolon 2 After using the Skill, this character's SPD increases by 20% for 1 turn(s). E 3 Three Temptations Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Four Truths Eidolon 4 The Ultimate's duration is additionally extended for 1 turn(s). E 5 Five Skandhas Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Six Reverences Eidolon 6 Increase the DMG Boost effect of the Talent by an additional 10% ."
Hanya,hanya,E2,2,"When an ally with Hanya's Ultimate's effect defeats an enemy, Hanya's action is Advanced Forward by","When an ally with Hanya's Ultimate's effect defeats an enemy, Hanya's action is Advanced Forward by 15% . This effect can only be triggered 1 time(s) per turn. 15% . This effect can only be triggered 1 time(s) per turn."
Hanya,hanya,E3,3,"After using the Skill, this character's SPD increases by","After using the Skill, this character's SPD increases by 20% for 1 turn(s). 20% for 1 turn(s)."
Hanya,hanya,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Hanya,hanya,E5,5,The Ultimate's duration is additionally extended for,The Ultimate's duration is additionally extended for 1 turn(s). 1 turn(s).
Hanya,hanya,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Hanya,hanya,E7,7,Increase the DMG Boost effect of the Talent by an additional,Increase the DMG Boost effect of the Talent by an additional 10% . 10% .
Herta,herta,E1,1,Kick You When You're Down,"Kick You When You're Down If the enemy's HP percentage is at 50% or less, Herta's Basic ATK deals Additional Ice DMG equal to 40% of Herta's ATK. Keep the Ball Rolling Every time Talent is triggered, this character's CRIT Rate increases by 3% . This effect can stack up to 5 time(s). That's the Kind of Girl I Am Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . Hit Where it Hurts When Talent is triggered, DMG increases by 10% . Cuss Big or Cuss Nothing Ultimate Lv. +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 . No One Can Betray Me After using Ultimate, this character's ATK increases by 25% for 1 turn(s)."
Herta,herta,E2,2,If the enemy's HP percentage is at,"If the enemy's HP percentage is at 50% or less, Herta's Basic ATK deals Additional Ice DMG equal to 40% of Herta's ATK. 50% or less, Herta's Basic ATK deals Additional Ice DMG equal to 40% of Herta's ATK."
Herta,herta,E3,3,"Every time Talent is triggered, this character's CRIT Rate increases by","Every time Talent is triggered, this character's CRIT Rate increases by 3% . This effect can stack up to 5 time(s). 3% . This effect can stack up to 5 time(s)."
Herta,herta,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. + 1 , up to a maximum of Lv. 10 ."
Herta,herta,E5,5,"When Talent is triggered, DMG increases by","When Talent is triggered, DMG increases by 10% . 10% ."
Herta,herta,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 . +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 ."
Herta,herta,E7,7,"After using Ultimate, this character's ATK increases by","After using Ultimate, this character's ATK increases by 25% for 1 turn(s). 25% for 1 turn(s)."
Himeko,himeko,E1,1,E,"Childhood 1 Childhood Eidolon 1 After ""Victory Rush"" is triggered, Himeko's SPD increases by 20% for 2 turn(s). E 2 Convergence Eidolon 2 Deals 15% more DMG to enemies whose HP percentage is 50% or less. E 3 Poised Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 . E 4 Dedication Eidolon 4 When Himeko's Skill inflicts Weakness Break on an enemy, she gains 1 extra point(s) of Charge. E 5 Aspiration Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Trailblaze Eidolon 6 Ultimate deals DMG 2 extra times, each of which deals Fire DMG equal to 40% of the original DMG to a random enemy."
Himeko,himeko,E2,2,"After ""Victory Rush"" is triggered, Himeko's SPD increases by","After ""Victory Rush"" is triggered, Himeko's SPD increases by 20% for 2 turn(s). 20% for 2 turn(s)."
Himeko,himeko,E3,3,Deals,Deals 15% more DMG to enemies whose HP percentage is 50% or less. 15% more DMG to enemies whose HP percentage is 50% or less.
Himeko,himeko,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 ."
Himeko,himeko,E5,5,"When Himeko's Skill inflicts Weakness Break on an enemy, she gains","When Himeko's Skill inflicts Weakness Break on an enemy, she gains 1 extra point(s) of Charge. 1 extra point(s) of Charge."
Himeko,himeko,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Himeko,himeko,E7,7,Ultimate deals DMG,"Ultimate deals DMG 2 extra times, each of which deals Fire DMG equal to 40% of the original DMG to a random enemy. 2 extra times, each of which deals Fire DMG equal to 40% of the original DMG to a random enemy."
Himeko Nova,himeko-nova,E1,1,1,That Which We Stride Is the Trailblaze
Himeko Nova,himeko-nova,E2,2,1,"Increases the number of times the Talent triggers the extra Assist Skill effect by 1 . When in the ""Companion Protocol: Verdict"" state, the number of Ultimate uses required to launch the Assist Skill is reduced by 1 . When in the ""Companion Protocol: Decimation"" state, the Charge required to launch the Assist Skill is reduced by 3 . When Himeko • Nova launches the Assist Skill, the number of times the extra DMG effect is triggered increases by 1 ."
Himeko Nova,himeko-nova,E3,3,2,"Max uses of Himeko • Nova's Assist Skill increase to 2 , and DMG dealt by Ultimate and Assist Skill becomes 130% of their original DMG. At the start of each turn in the ""Navigator's Semaphore"" state, immediately recovers 1 extra Assist Skill use. Trace ""Hark! The Express's Pulse Roars"" effect: When characters other than Trailblaze Companions use Assist Skill, they also gain 1 extra turn."
Himeko Nova,himeko-nova,E4,4,+2,"Ultimate Lv. +2 , up to a maximum of Lv. 15."
Himeko Nova,himeko-nova,E5,5,10%,"When using the Assist Skill from Talent ""Of Fire and Far Faring,"" the All-Type RES PEN increase effect applies to all allies. When Himeko • Nova gains this effect, her All-Type RES PEN increases by an additional 10% ."
Himeko Nova,himeko-nova,E6,6,+2,"Skill Lv. +2 , up to a maximum of Lv. 15."
Himeko Nova,himeko-nova,E7,7,20%,"Himeko Nova's Fire Type RES PEN increases by 20% . Max ""Source Energy"" increases to 6 point(s), and when an ally uses or triggers an Assist Skill, DMG dealt by the Assist Skill increases by 75% , and Himeko Nova gains 1 point of ""Source Energy"". When launching a ""Hyperluminal Particle Beam"" attack during Ultimate, additionally gains 1 point of ""Source Energy"". When launching ""Orbital Annihilation Pulse,"" if the current ""Source Energy"" is 6 point(s) or more, additionally deals Fire DMG equal to 160% of Himeko Nova's ATK to all enemies 1 time."
Hook,hook,E1,1,E,"Early to Bed. Early to Rise 1 Early to Bed. Early to Rise Eidolon 1 Enhanced Skill deals 20% increased DMG. E 2 Happy Tummy. Happy Body Eidolon 2 Extends the duration of Burn caused by Skill by 1 turn(s). E 3 Don’t Be Picky. Nothing’s Icky Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . E 4 It's Okay to Not Know Eidolon 4 When Talent is triggered, there is a 100% base chance to Burn enemies adjacent to the target enemy, equivalent to that of Skill. E 5 Let the Moles' Deeds Be Known Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Always Ready to Punch and Kick Eidolon 6 Hook deals 20% more DMG to enemies inflicted with Burn."
Hook,hook,E2,2,Enhanced Skill deals,Enhanced Skill deals 20% increased DMG. 20% increased DMG.
Hook,hook,E3,3,Extends the duration of Burn caused by Skill by,Extends the duration of Burn caused by Skill by 1 turn(s). 1 turn(s).
Hook,hook,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 ."
Hook,hook,E5,5,"When Talent is triggered, there is a","When Talent is triggered, there is a 100% base chance to Burn enemies adjacent to the target enemy, equivalent to that of Skill. 100% base chance to Burn enemies adjacent to the target enemy, equivalent to that of Skill."
Hook,hook,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Hook,hook,E7,7,Hook deals,Hook deals 20% more DMG to enemies inflicted with Burn. 20% more DMG to enemies inflicted with Burn.
Huohuo,huohuo,E1,1,"Anchored to Vessel, Specters Nestled","Anchored to Vessel, Specters Nestled The duration of ""Divine Provision"" produced by the Talent is extended by 1 turn(s). When Huohuo possesses ""Divine Provision,"" her Outgoing Healing increases by 20% , all allies' SPD increases by 12% . Sealed in Tail, Wraith Subdued If Huohuo possesses ""Divine Provision"" when an ally target is struck by a killing blow, the ally will not be knocked down and their HP will immediately be restored by an amount equal to 50% of their Max HP. This reduces the duration of ""Divine Provision"" by 1 turn. This effect can only be triggered 2 time(s) per battle. Cursed by Fate, Moths to Flame Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15. Tied in Life, Bound to Strife When healing a target ally via Skill or Talent, the less HP the target ally currently has, the higher the amount of healing they will receive. The maximum increase in healing provided by Huohuo is 80% . Mandated by Edict, Evils Evicted Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Woven Together, Cohere Forever When healing a target ally, increases the target ally's DMG dealt by 50% for 2 turn(s)."
Huohuo,huohuo,E2,2,"The duration of ""Divine Provision"" produced by the Talent is extended by","The duration of ""Divine Provision"" produced by the Talent is extended by 1 turn(s). When Huohuo possesses ""Divine Provision,"" her Outgoing Healing increases by 20% , all allies' SPD increases by 12% . 1 turn(s). When Huohuo possesses ""Divine Provision,"" her Outgoing Healing increases by 20% , all allies' SPD increases by 12% ."
Huohuo,huohuo,E3,3,"If Huohuo possesses ""Divine Provision"" when an ally target is struck by a killing blow, the ally will not be knocked down and their HP will immediately be restored by an amount equal to","If Huohuo possesses ""Divine Provision"" when an ally target is struck by a killing blow, the ally will not be knocked down and their HP will immediately be restored by an amount equal to 50% of their Max HP. This reduces the duration of ""Divine Provision"" by 1 turn. This effect can only be triggered 2 time(s) per battle. 50% of their Max HP. This reduces the duration of ""Divine Provision"" by 1 turn. This effect can only be triggered 2 time(s) per battle."
Huohuo,huohuo,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2, up to a maximum of Lv. 15."
